"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0043233","CC","GO:0043233","organelle lumen",989,0.382754555770895,1.87820434161126,1e-10,2.3656e-08,2.18357894736842e-08,1545,"tags=40%, list=28%, signal=35%","BTN2/NCE103/GUT2/NDE1/CIT3/MCD1/FUM1/SNR44/KAR2/MRT4/HHF2/ICL2/COX17/TOS4/TIM12/UPS2/SNR55/SNR13/MIX17/HSP10/MRPL50/RPS6A/CDC20/FYV7/MRPS8/CIT1/RPS9B/RPC19/YHM2/RLP24/CPR3/ISU1/PIR1/RPM2/MRPL39/CDC45/BFR2/YHB1/SLX9/MRPL31/MPD1/RPC10/LHS1/TIM13/TIM10/NOP58/MRS1/IDH1/RRP3/COX12/MRPL20/PAM18/YAH1/HTA1/CYC1/CGR1/RAD59/UTP8/MRPL38/TIM9/MRPS16/RPL16B/MNP1/BOL3/ISD11/HSP60/NOP13/DBP3/TAF9/HHF1/SOF1/MLS1/SPO12/IDH2/RPS7B/CIC1/RPS6B/FYV4/ADK1/RPS7A/CMC2/RSM26/CMC1/SSC1/MRPL15/SNR41/RPL14A/MRP10/ACO1/SPT15/MAK16/PDI1/RCL1/RPC40/PAF1/REC114/RPA14/HHT2/MAM33/RPA34/NFU1/LOC1/TIM8/SDH7/RIB3/LST8/RPS13/IBA57/RBD2/MHR1/CTF18/UTP21/SOD2/MSH2/ISU2/NIP7/RSM10/ATP1/BUD21/ADK2/MRP20/RSM18/LPD1/MGM101/CDC21/SNR39B/RIX7/PAM16/IES5/MRPL37/ISA2/DPB2/HMO1/MAD2/PET191/COA4/MUD2/MRPL16/ARG2/MRPL11/YFH1/GAS1/ELF1/MRPL49/MRP13/MAK21/SAP30/SWS2/SIL1/SKI6/ARG8/RPB8/NOP56/HSP78/RPB10/LSM3/RPB9/RPB5/ILV5/PSF1/RPS2/MRPS28/SDH6/RRN11/SNR43/RPL7B/UTP4/UTP15/PXR1/YCS4/COA2/PXP2/ASH1/RPA12/POL32/RSA3/MRPL9/RRP40/MGE1/SNR17A/MFT1/TAF10/MRPS17/KRI1/NOC2/RPA43/NSA2/MRPL24/ALD4/MIA40/SNR63/ATP12/TAH11/EBP2/MRPL28/SNR69/MRPL19/FCF2/EFG1/RPL14B/MRPL10/MRPL8/UPS1/GRX5/RSM24/MRPL1/CBF5/MRPL17/SNU13/MIX14/TAF14/DRE2/RFA3/RPL16A/COQ5/RLP7/MRPL7/MRPL33/PPH3/MRPL36/LSC1/SPB4/RRS1/GRX7/POM34/MRP21/LAT1/EMG1/APJ1/SNR17B/RPA49/NHP2/COX14/RPB3/SNR191/UTP14/SPT4/MRP2/RXT2/MDM35/LSM4/MND1/MAS2/MZM1/SRP68/MRPL25/MRPS9/FMC1/RRP9/NDT80/ALT1/RPB4/SAS10/RPO26/MRP7/SFH1/RPC11/MRPL6/RTC6/NOP16/POS5/COX11/ECO1/IMG2/RPS14B/YTM1/NOP7/DBP10/FPR4/TIM44/ISA1/LSM7/CIR1/MRPL27/HHT1/TOF1/ARG7/RAD52/SNR3/RPL15B/IPI3/PET54/PAM17/HTB2/UBC9/GRC3/MRPL51/BUD22/MRPL40/PDB1/ACT1/NOP19/DBP9/RSM19/MRPL32/RRT14/RRP46/SNR32/RFA2/KGD2/UTP18/NOP14/ESF2/OCT1/NCL1/RRP1/ERB1/CBP3/MTR3/MRPL44/SSF2/MRP51/SNR70/NOP6/COF1/QCR6/MRP17/RUD3/SNR30/REX4/NDI1/ZUO1/MCM21/HSP104/MRX14/PRI1/MRPL3/SLD5/TRR1/CSM1/MRPS35/RRP17/RML2/TAF11/SNR37/MRP4/ILV6/CKA1/MRPS5/PWP1/TRX1/MRPL22/RRP5/SDH8/AME1/NOP4/SIS1/SMT3/MAK5/MSF1/MRPS12/ATP23/NSG1/RAD27/RRP14/PUF6/HAS1/LOS1/EHD3/QRI5/LSM5/MRP49/NOP10/DUG2/CYT2/UTP13/NUG1/NOP53/MTF2/SNR24/BRX1/SNR128/RAD51/SCJ1/ARX1/POL31/MRP1/RPS14A/PET123/MRPL35/SNR46/KGD1/RIM1/RSM22/RRN9/MSS116/RTF1/SRP72/ARP5/TAF3/COX23/MRPL13/MNE1/MSY1/RRP8/JAC1/RPR1/RRB1/GRX6"
"GO:0070013","CC","GO:0070013","intracellular organelle lumen",989,0.382754555770895,1.87820434161126,1e-10,2.3656e-08,2.18357894736842e-08,1545,"tags=40%, list=28%, signal=35%","BTN2/NCE103/GUT2/NDE1/CIT3/MCD1/FUM1/SNR44/KAR2/MRT4/HHF2/ICL2/COX17/TOS4/TIM12/UPS2/SNR55/SNR13/MIX17/HSP10/MRPL50/RPS6A/CDC20/FYV7/MRPS8/CIT1/RPS9B/RPC19/YHM2/RLP24/CPR3/ISU1/PIR1/RPM2/MRPL39/CDC45/BFR2/YHB1/SLX9/MRPL31/MPD1/RPC10/LHS1/TIM13/TIM10/NOP58/MRS1/IDH1/RRP3/COX12/MRPL20/PAM18/YAH1/HTA1/CYC1/CGR1/RAD59/UTP8/MRPL38/TIM9/MRPS16/RPL16B/MNP1/BOL3/ISD11/HSP60/NOP13/DBP3/TAF9/HHF1/SOF1/MLS1/SPO12/IDH2/RPS7B/CIC1/RPS6B/FYV4/ADK1/RPS7A/CMC2/RSM26/CMC1/SSC1/MRPL15/SNR41/RPL14A/MRP10/ACO1/SPT15/MAK16/PDI1/RCL1/RPC40/PAF1/REC114/RPA14/HHT2/MAM33/RPA34/NFU1/LOC1/TIM8/SDH7/RIB3/LST8/RPS13/IBA57/RBD2/MHR1/CTF18/UTP21/SOD2/MSH2/ISU2/NIP7/RSM10/ATP1/BUD21/ADK2/MRP20/RSM18/LPD1/MGM101/CDC21/SNR39B/RIX7/PAM16/IES5/MRPL37/ISA2/DPB2/HMO1/MAD2/PET191/COA4/MUD2/MRPL16/ARG2/MRPL11/YFH1/GAS1/ELF1/MRPL49/MRP13/MAK21/SAP30/SWS2/SIL1/SKI6/ARG8/RPB8/NOP56/HSP78/RPB10/LSM3/RPB9/RPB5/ILV5/PSF1/RPS2/MRPS28/SDH6/RRN11/SNR43/RPL7B/UTP4/UTP15/PXR1/YCS4/COA2/PXP2/ASH1/RPA12/POL32/RSA3/MRPL9/RRP40/MGE1/SNR17A/MFT1/TAF10/MRPS17/KRI1/NOC2/RPA43/NSA2/MRPL24/ALD4/MIA40/SNR63/ATP12/TAH11/EBP2/MRPL28/SNR69/MRPL19/FCF2/EFG1/RPL14B/MRPL10/MRPL8/UPS1/GRX5/RSM24/MRPL1/CBF5/MRPL17/SNU13/MIX14/TAF14/DRE2/RFA3/RPL16A/COQ5/RLP7/MRPL7/MRPL33/PPH3/MRPL36/LSC1/SPB4/RRS1/GRX7/POM34/MRP21/LAT1/EMG1/APJ1/SNR17B/RPA49/NHP2/COX14/RPB3/SNR191/UTP14/SPT4/MRP2/RXT2/MDM35/LSM4/MND1/MAS2/MZM1/SRP68/MRPL25/MRPS9/FMC1/RRP9/NDT80/ALT1/RPB4/SAS10/RPO26/MRP7/SFH1/RPC11/MRPL6/RTC6/NOP16/POS5/COX11/ECO1/IMG2/RPS14B/YTM1/NOP7/DBP10/FPR4/TIM44/ISA1/LSM7/CIR1/MRPL27/HHT1/TOF1/ARG7/RAD52/SNR3/RPL15B/IPI3/PET54/PAM17/HTB2/UBC9/GRC3/MRPL51/BUD22/MRPL40/PDB1/ACT1/NOP19/DBP9/RSM19/MRPL32/RRT14/RRP46/SNR32/RFA2/KGD2/UTP18/NOP14/ESF2/OCT1/NCL1/RRP1/ERB1/CBP3/MTR3/MRPL44/SSF2/MRP51/SNR70/NOP6/COF1/QCR6/MRP17/RUD3/SNR30/REX4/NDI1/ZUO1/MCM21/HSP104/MRX14/PRI1/MRPL3/SLD5/TRR1/CSM1/MRPS35/RRP17/RML2/TAF11/SNR37/MRP4/ILV6/CKA1/MRPS5/PWP1/TRX1/MRPL22/RRP5/SDH8/AME1/NOP4/SIS1/SMT3/MAK5/MSF1/MRPS12/ATP23/NSG1/RAD27/RRP14/PUF6/HAS1/LOS1/EHD3/QRI5/LSM5/MRP49/NOP10/DUG2/CYT2/UTP13/NUG1/NOP53/MTF2/SNR24/BRX1/SNR128/RAD51/SCJ1/ARX1/POL31/MRP1/RPS14A/PET123/MRPL35/SNR46/KGD1/RIM1/RSM22/RRN9/MSS116/RTF1/SRP72/ARP5/TAF3/COX23/MRPL13/MNE1/MSY1/RRP8/JAC1/RPR1/RRB1/GRX6"
"GO:0065003","BP","GO:0065003","protein-containing complex assembly",535,0.398196803981646,1.86959678550073,2.65861972985693e-10,6.04733733937457e-08,5.58202506843645e-08,1656,"tags=42%, list=30%, signal=33%","SCR1/HHF2/COX17/NHP6A/RPS28B/HSP10/ATP14/RLP24/GIN4/RPL10/DAD2/QCR7/SNR6/CDC45/TIM11/RPS19B/RPL11B/TUB4/RPL12A/COX12/SNR7-S/INA22/MED11/ATP19/SPC19/STU2/SEM1/ATP20/DAD3/RPS19A/RPL40B/HSP60/ATP18/SNR7-L/SNR14/RPS17A/TAF9/TOM6/RPS11B/HHF1/UMP1/MIC12/PKR1/ADK1/HSC82/CMC2/CMC1/HIT1/RPL14A/TIF11/SPT15/CSE2/RPL6B/MIF2/RPL11A/RPL38/RPS11A/SDH7/TMA22/RPS31/ATP4/DAD4/RPS15/SUB1/NIP7/RPS12/RPL40A/PET191/YKE2/COA4/MUD2/GIM3/TIF5/MAK21/RPS17B/YAP1802/SMX2/SEC65/CUS1/CDC3/ADD66/RPS5/SDH6/RRN11/YVH1/HSK3/SEC12/COA2/SBA1/RSA3/HSP82/VMA21/TAF10/SHO1/SNR19/COA3/RPL25/RPL6A/ATP12/TAH11/HSP42/RPL14B/RPS27A/RPL12B/TRS33/TIF35/TIF34/IRC25/TOM5/SAR1/SAM50/QCR9/COA1/SPB4/SWM1/BNI5/MIM2/SPG5/PRE9/DAD1/RPA49/VMA22/NHP2/SUI3/COX20/COX14/SPC110/PRP18/MDM35/LSM4/RPL33A/RPT3/MZM1/BIM1/FMC1/MED6/RPL5/SRB5/MRP7/RPS28A/RPS0A/COX11/RPS0B/RPS14B/CDC33/DBP10/FPR4/RPN10/RAD52/RPT6/HCR1/COX13/IPI3/YOP1/HPM1/RPN9/INA17/RSM19/RPS27B/RDS3/ESF2/SAM37/FUN12/CBP3/SSF2/SOM1/RPN11/SMD3/REX4/VPH2/MCM21/RPT4/THO1/ARC15/CAP2/TMA20/SMX3/YTA12/TAF11/MSS51/RRP5/FMP32/SDH8/HHO1/ATP23/DUO1/TRS20/SMD2/SLA2/CYT2/RLF2/BRX1/RCF2/RAD51/RPS14A/MRPL35/SLT2/PRE2/CDC7/PET100/PRT1/GIM5/NUT2/TIF1/COX23/MED2/BUR6/JAC1/ATP10/DID2/MDM10/GCN4/SQT1/SUI1/RPF2/MHF2/RPG1/PET117/TAZ1/RPL3/ISY1/RPT5/NOG1/RPN2/RPT2/SHS1/SLU7"
"GO:0042273","BP","GO:0042273","ribosomal large subunit biogenesis",130,0.580602173382479,2.31554193729627,5.71882258162039e-10,1.25263395361863e-07,1.15625005490383e-07,1804,"tags=73%, list=32%, signal=51%","MRT4/RPS26B/RLP24/RPL10/RPL11B/RPL12A/TSR2/RPL35A/RPL16B/RPL7A/RPL40B/RPL37B/DBP3/CIC1/HIT1/RPL14A/MAK16/RPL6B/RPL11A/LOC1/NIP7/RPL40A/RIX7/MAK21/RPL37A/RPL2A/RPL17A/RPL7B/YVH1/RPL17B/RPL35B/RPL1A/RSA3/RPL8A/RPL25/NOC2/NSA2/RPL26A/RPL6A/EBP2/RPL33B/RPL14B/RPL12B/RPS26A/SNU13/RPL16A/RLP7/SPB4/RRS1/NHP2/RPL33A/RPL5/RPL8B/RPL26B/NOP16/YTM1/NOP7/DBP10/RPL1B/IPI3/GRC3/HPM1/DBP9/ERB1/SSF2/REX4/RAI1/RRP17/RRP5/NOP4/MAK5/RRP14/PUF6/HAS1/NUG1/NOP53/BRX1/RRP8/PRP43/SQT1/REI1/RPF2/RPL3/NOG1/RRP15/RPF1/LSG1/ALB1/TRM112/SSF1/NSA1/RSA4/SPB1/IPI1/JIP5"
"GO:0030490","BP","GO:0030490","maturation of SSU-rRNA",121,0.584566075131364,2.29992461623081,1.13902006845128e-09,2.40577310172175e-07,2.22066093044675e-07,1243,"tags=54%, list=22%, signal=43%","RPS28B/FAP7/RPS6A/FYV7/RPS9B/RPS1B/BFR2/SLX9/NOP58/TSR2/RRP3/RPS18B/UTP8/RPS24A/RPS8B/RPS11B/SOF1/RPS6B/RPS24B/RCL1/RPS11A/LOC1/RPS31/RPS13/BUD21/RPS12/RPS16A/RPS23B/RPS16B/RPS21A/RPS1A/RPS20/RPS5/RPS18A/UTP4/UTP15/SNR17A/KRI1/RPS21B/RPS8A/FCF2/EFG1/RPS27A/SNU13/RRS1/EMG1/SNR17B/UTP14/RPS23A/RRP9/SAS10/RPS28A/RPS0A/RPS0B/RPS14B/NOP7/LSM7/HCR1/BUD22/NOP19/RPS27B/UTP18/NOP14/ESF2/FUN12"
"GO:0032543","BP","GO:0032543","mitochondrial translation",129,0.565547602537907,2.25420948016424,2.83322980461805e-09,5.77783484983142e-07,5.33325944346613e-07,1534,"tags=62%, list=27%, signal=46%","MRPL50/MRPS8/MRPL39/MRPL31/TUF1/MBA1/MRPL20/MRPL38/MRPS16/MNP1/FYV4/RSM26/MRPL15/MRP10/RSM10/MRP20/RSM18/MRPL37/MRPL16/MRPL11/MRPL49/MRP13/SWS2/MRPS28/MRPL9/AEP2/MRPS17/COA3/MRPL24/MEF1/MRPL28/MRPL19/MRPL10/MRPL8/RSM24/MRPL1/MRPL17/MRPL7/MRPL33/MRPL36/MRP21/COX14/MRP2/MRPL25/MRPS9/MRPL6/RTC6/IMG2/MRPL27/PET54/MRPL51/MRPL40/RSM19/MRPL32/CBP3/MRPL44/MRP51/MDM38/MRP17/MRX14/MRPL3/MRPS35/RML2/MEF2/MRP4/MRPS5/MRPL22/MSS51/HTS1/MSF1/MRPS12/EHD3/QRI5/MRP49/MTF2/MRP1/PET123/RSM22/MRPL13/MSY1"
"GO:0000462","BP","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",107,0.594888142976583,2.29581543823166,3.12467398624002e-09,6.15977398487449e-07,5.68581027811955e-07,1243,"tags=54%, list=22%, signal=43%","FAP7/RPS6A/FYV7/RPS9B/RPS1B/BFR2/SLX9/NOP58/TSR2/RRP3/RPS18B/UTP8/RPS24A/RPS8B/RPS11B/SOF1/RPS6B/RPS24B/RCL1/RPS11A/LOC1/RPS13/BUD21/RPS16A/RPS23B/RPS16B/RPS21A/RPS1A/RPS20/RPS18A/UTP4/UTP15/SNR17A/KRI1/RPS21B/RPS8A/FCF2/EFG1/RPS27A/SNU13/RRS1/EMG1/SNR17B/UTP14/RPS23A/RRP9/SAS10/RPS0A/RPS0B/RPS14B/NOP7/HCR1/NOP19/RPS27B/UTP18/NOP14/ESF2/FUN12"
"GO:0006396","BP","GO:0006396","RNA processing",636,0.36328046028258,1.73216710629883,3.24587742146933e-09,6.1922964743773e-07,5.71583032520882e-07,1817,"tags=44%, list=32%, signal=34%","SNR44/MRT4/SNR55/SNR13/RPS28B/FAP7/RPS6A/FYV7/RPS26B/RPS9B/TAD2/RPS1B/ISU1/SNR6/RPM2/BFR2/SLX9/NOP58/TSR2/MRS1/RRP3/SNR7-S/RPS18B/CGR1/PCC1/RPL35A/UTP8/RPS24A/RPL16B/RPL7A/RPL37B/RIM4/PUS9/DBP3/SNR7-L/SNR14/RPS8B/RPS11B/SOF1/RPS7B/CIC1/RPS6B/DIB1/RPS7A/HIT1/MRPL15/SNR41/TRM10/RPS24B/RPL14A/MAK16/RCL1/PAF1/RPS11A/LOC1/RPS31/RPS13/UTP21/ISU2/NIP7/BUD21/RPS12/RPS16A/RPS23B/RPS16B/SNR39B/GSP1/MUD2/RPS21A/SNT309/RPL37A/MSL1/SKI6/RPS1A/TRM11/RPS20/SMX2/NOP56/CUS1/NME1/FKH1/LSM3/RPS5/RPS2/RPS18A/URM1/RPL17A/SNR43/RPL7B/UTP4/RPL17B/UTP15/PXR1/RPL35B/RPL1A/RPL8A/RRP40/SNR17A/MFT1/SNR19/KRI1/RPS21B/YTH1/NSA2/SNR63/RPS8A/EBP2/SNR69/FCF2/EFG1/RPL14B/RPS27A/CBF5/RPS26A/SNU13/RPL16A/MRM1/NBP35/MEX67/RLP7/SPB4/RRS1/EMG1/ABP140/SNR17B/QRI7/NHP2/SSB1/SNR191/UTP14/SPT4/RPL30/PRP18/LSM4/RPL33A/RPS23A/CIA1/RRP9/RPL8B/RPB4/SAS10/RPS28A/RPS0A/MTR2/LSM1/KTI12/NOP16/RPS0B/RPS14B/YTM1/NOP7/DBP10/RPL1B/LSM7/SNR3/HCR1/IPI3/PET54/GRC3/BUD22/MRS4/YME2/NOP19/DBP9/RPS27B/RRP46/SNR32/RDS3/UTP18/NOP14/ESF2/MPP6/NCL1/RRP1/FUN12/ERB1/MTR3/SSF2/POA1/ELP3/SNR70/NOP6/SMD3/SNR30/REX4/RAI1/ZUO1/MRPL3/SMM1/CDC28/RRP17/CLP1/SMX3/DUS1/SNR37/PWP1/MSS51/RRP5/NOP4/SSB2/GCD14/MAK5/RRP14/HAS1/SMD2/QRI5/LSM5/NGL2/RNA14/NOP10/UTP13/NUG1/NOP53/TYW3/MTF2/SNR24/BRX1/DUS4/SNR128/GCD10/RPS14A/SNR46/MSS116/RTF1/BUD13/MNE1/RRP8/RPR1/RRB1/PUS7/PRP43/RPF2/RRP45/CBP2/IMP3/NOP1/RPL3/BMT5/DUS3/MAK31/SNR161/ISY1/LSM6/RMP1/DCP1/NOG1/SNR33/CGI121/IMP4/SNR73/SLU7/RRP15/RPF1/LCP5/SNR64/IPA1/UBA4/MRD1/RCM1/KRE33/BMT6/TRM9/STO1/TCD2/TRM112/SSF1/RRP4/SWD2/NSA1/KTI11/SMD1/SNR34/SPB1/TRM1/DIP2/IPI1/UTP5/PUS1/POP8/LSM2"
"GO:0005730","CC","GO:0005730","nucleolus",350,0.428129250576509,1.9314657353579,4.02152527425943e-09,7.43228139749072e-07,6.86040462904915e-07,1891,"tags=55%, list=34%, signal=39%","SNR44/MRT4/SNR55/SNR13/RPS6A/FYV7/RPS9B/RPC19/RLP24/BFR2/SLX9/RPC10/NOP58/RRP3/CGR1/UTP8/RPL16B/NOP13/DBP3/SOF1/SPO12/RPS7B/CIC1/RPS6B/RPS7A/SNR41/RPL14A/MAK16/RCL1/RPC40/RPA14/RPA34/LOC1/RPS13/UTP21/NIP7/BUD21/SNR39B/RIX7/HMO1/MAK21/SKI6/RPB8/NOP56/RPB10/LSM3/RPB9/RPB5/RPS2/RRN11/SNR43/RPL7B/UTP4/UTP15/PXR1/YCS4/RPA12/RSA3/RRP40/SNR17A/KRI1/NOC2/RPA43/NSA2/SNR63/EBP2/SNR69/FCF2/EFG1/RPL14B/CBF5/SNU13/RPL16A/RLP7/SPB4/RRS1/EMG1/SNR17B/RPA49/NHP2/SNR191/UTP14/LSM4/SRP68/RRP9/SAS10/RPO26/RPC11/NOP16/RPS14B/YTM1/NOP7/DBP10/FPR4/LSM7/SNR3/RPL15B/GRC3/BUD22/NOP19/DBP9/RRT14/RRP46/SNR32/UTP18/NOP14/ESF2/NCL1/RRP1/ERB1/MTR3/SSF2/SNR70/NOP6/SNR30/REX4/ZUO1/CSM1/RRP17/SNR37/CKA1/PWP1/RRP5/NOP4/SIS1/MAK5/RAD27/RRP14/PUF6/HAS1/LSM5/NOP10/UTP13/NUG1/NOP53/SNR24/BRX1/SNR128/ARX1/RPS14A/SNR46/RRN9/SRP72/RRP8/RPR1/RRB1/TMA23/RPF2/RRP45/IMP3/NOP1/BMT5/SNR161/LSM6/RMP1/NOG1/SNR33/IMP4/SNR73/RRP15/RPF1/LCP5/SNR64/SRP40/MRD1/RCM1/KRE33/ULP1/ISW1/TRM112/SSF1/RRP4/CKA2/NSA1/RSA4/SNR34/SPB1/DIP2/PIF1/JIP5/UTP5/POP8/LSM2/ECM16/RNT1/RPA135/RPS9A/MRH4/SLZ1/ENP1/POP5/FCF1/NOP15"
"GO:0003723","MF","GO:0003723","RNA binding",653,0.359282989318879,1.71585013628085,7.18661036243261e-09,1.28792768737656e-06,1.18882811290512e-06,1677,"tags=43%, list=30%, signal=34%","HSP26/SNR44/MRT4/RNP1/SNR55/SNR13/RPS26B/RPS9B/SNR6/RPL9B/RPS19B/RPL11B/NOP58/RPL12A/MRS1/IDH1/RRP3/RPL9A/SNR7-S/BFR1/RPL36A/RPS18B/DTD1/RPL35A/UTP8/MRPL38/RPL16B/MNP1/RPL23B/RPL7A/RPS19A/RPL37B/RIM4/PUS9/NOP13/DBP3/SNR7-L/SNR14/RPS3/RPS11B/SOF1/RPL24B/IDH2/CLU1/TIS11/CIC1/RPL24A/RPL18A/SNR41/TRM10/RPL14A/TIF11/ACO1/RPL6B/RPL11A/RPS11A/RPS10A/LOC1/TMA22/RPS13/RPL13A/RPL36B/RPS15/NIP7/RPL28/BUD21/RPS16A/RSM18/NRP1/RPS16B/SNR39B/TYS1/MUD2/MRPL16/RPL22A/LSM12/MAK21/SWS2/RPL37A/RPS10B/MSL1/SKI6/TRM11/RPS20/SMX2/NOP56/SEC65/CUS1/LSM3/RPS5/RPS2/RPS18A/MRPS28/RPL2A/RPL2B/SNR43/RPL7B/UTP15/RPL35B/RPL1A/RPS4A/RPL8A/RRP40/AEP2/IMD3/SNR17A/SNR19/MRPS17/RPL4A/RPL25/YTH1/NOC2/RPL15A/RPL26A/RPL6A/SNR63/EBP2/SNR69/MRPL19/RPL14B/VTC1/RPS27A/RPL12B/MES1/MRPL1/CBF5/RPS26A/DBF2/SNU13/TIF35/TIF34/RPL22B/RPL16A/MRM1/MEX67/RLP7/MRPL7/SLF1/SPB4/EMG1/SNR17B/QRI7/NHP2/SUI3/SNR191/SPT4/RPL30/SCP160/RPL19B/LSM4/SRP21/MIP6/RPL13B/SRP68/RPS4B/MRPS9/RRP9/RPL5/SRP14/RPL8B/RPB4/RPL26B/LSM1/GIS2/MRPL6/FRS1/RPS14B/NOP7/STM1/CDC33/DBP10/RPL1B/LSM7/IMD2/SNR3/RPL15B/PET54/SSA2/YME2/DBP9/RSM19/SGN1/RPS27B/RRP46/SNR32/NOP14/ESF2/MPP6/NCL1/FUN12/ERB1/CBP3/MTR3/SSF2/IMD4/ELP3/SNR70/NOP6/SMD3/MRP17/SNR30/RNH201/RAI1/SDO1/MRPL3/THO1/ARC15/RRP17/TMA20/CLP1/SMX3/RML2/SNR37/MRPS5/RRP5/NOP4/RPL19A/HTS1/MAK5/MSF1/RRP14/PUF6/HAS1/SMD2/LOS1/STI1/LSM5/NGL2/RNA14/NOP10/UTP13/NUG1/NOP53/MTF2/DPS1/SNR24/BRX1/SNR128/GCD10/SES1/RPS14A/SNR46/RQC2/MSS116/RTF1/SRP72/PRT1/DFR1/TIF1/RIE1/RPL23A/MSY1/PUS7/PRP43/SUI1/RPF2/ILS1/RPL18B/RRP45/CBP2/IMP3/RPG1/RPL4B/NOP1/RPL3/DUS3/ARF3/MAK31/SNR161/LSM6/RMP1/DCP1/NOG1/SNR33/GRS1/CGI121/IMP4/SNR73/SLU7/RPF1/SNR64/RFA1/PRE10/LSG1"
"GO:0005743","CC","GO:0005743","mitochondrial inner membrane",236,0.464557214870441,2.01193539066994,1.20928284611227e-08,2.10344080938469e-06,1.94159159131214e-06,1566,"tags=49%, list=28%, signal=37%","SFC1/GUT2/TIM12/YAT1/NUC1/UPS2/MIC19/ATP15/ATP14/ICT1/ATP7/MPC3/YHM2/QCR7/TIM11/COX5A/TIM13/TIM10/CIR2/COX12/MBA1/PAM18/INA22/ATP19/TIM9/PET9/COX8/HSP60/PIC2/COX9/MIC12/ATP2/ATP16/CMC2/MIR1/QCR2/CMC1/SSC1/TIM8/COX7/ATP4/COX4/MGR2/ODC2/ATP1/ADK2/PAM16/SDH2/COX6/ATM1/PET191/COA4/AIM24/QCR8/ATP5/CYT1/MIC60/SDH1/SDH4/COA2/ATP17/MGE1/COA3/MPC1/MIA40/OMS1/UPS1/MIC10/ATP3/COQ5/QCR9/COA1/MPC2/PHB1/RIP1/COX20/COX14/MGR1/COQ10/YMC2/MIC26/COX11/PCP1/QCR10/TIM44/ORT1/COX13/PET54/PAM17/IMP2/MRS4/YME2/INA17/SOM1/QCR6/MDM38/NDI1/YTA12/MSS51/FMP32/GGC1/ATP23/MIC27/QRI5/CYT2/TIM18/RCF2/YLH47/PET100/COR1/CLD1/ATP10/MRX9/COQ8/FLX1"
"GO:0019866","CC","GO:0019866","organelle inner membrane",255,0.456297640140057,1.99572416168361,2.12883096906374e-08,3.59711610029799e-06,3.32033606182393e-06,1566,"tags=47%, list=28%, signal=36%","SFC1/GUT2/TIM12/YAT1/NUC1/UPS2/MIC19/ATP15/ATP14/ICT1/ATP7/MPC3/YHM2/QCR7/TIM11/COX5A/TIM13/TIM10/CIR2/COX12/MBA1/PAM18/INA22/ATP19/TIM9/PET9/COX8/HSP60/PIC2/COX9/MIC12/ATP2/ATP16/CMC2/MIR1/QCR2/CMC1/SSC1/TIM8/COX7/ATP4/COX4/MGR2/ODC2/ATP1/ADK2/PAM16/SDH2/COX6/ATM1/PET191/COA4/AIM24/QCR8/ATP5/CYT1/MIC60/SEC63/SDH1/SDH4/AIM44/COA2/ATP17/MGE1/COA3/MPC1/MIA40/OMS1/UPS1/MIC10/ATP3/COQ5/QCR9/COA1/MPC2/PHB1/RIP1/COX20/COX14/MGR1/COQ10/STE24/YMC2/MIC26/COX11/PCP1/SSS1/QCR10/TIM44/ORT1/COX13/PET54/PAM17/IMP2/MRS4/YME2/INA17/SOM1/QCR6/MDM38/NDI1/SBH2/YTA12/MSS51/FMP32/GGC1/ATP23/MIC27/QRI5/CYT2/TIM18/RCF2/YLH47/PET100/COR1/CLD1/ATP10/MRX9/COQ8/FLX1"
